,Category,Text,Classification
151500,Sexismo,@IrionMiguel @furadzz vai se fuder Miguel seu aloprado desalmado desnaturalizado torcedor do corinthians maconheiro safado vagabundo fedido emo metaleiro só fala merda Felipe Neto 2 ngm liga pra você seu horroroso falido do cacete,
151501,Calunia,@vii_ju Te fiz rir atoa ent o fedorenta,
151502,Calunia,@ATOMlSTIC @tracklist @fngers91 @gabialexandre05 claro que sou sua fedorenta,
151503,Capacitismo,Es estúpido creer que la decisión de jugar de un lastimado en una selección nacional para un mundial no pasa por las opiniones y diagnósticos de un cuerpo médico calificado. Si no es su equipo de los domingos nommn https://t.co/jETCdUjy04,
151504,Sexismo,@saskedvinbf Boraa,
151505,Calunia,Bolsonaro chifrudo kkkkkkjkkkkk cornao kkkkkkkkjkjkk cheio de guampa Kkkkkkkkjkjkkkk boi kkkkkkkjkjkkkk,
151506,Politica,@LuisFer20578026 @Miguel_Zucchi Já falam fascista nazista homofóbica da extrema-direita. Os mesmos papinhos pra enganar quem ainda não passou da puberdade mental.,
151507,Sexismo,pq na tpm eu penso em largar a vida de piranha pra viver um romance real? kkkkkkkkkkkkkk tá maluco bicho as vezes só queria me apaixonar bom que esse pensamento não dura nada e vamo de piranhar,
151508,Politica,"@Ivammaru @Epicentro_TV Me parece que el ejercicio de contabilizar muertos puede ser uno cruel que nos lleve al inefable ""nosotros matamos menos"" así que prefiero darle algunos ejemplos de contexto similar: 1. El mundial del 34 le sirvió a Mussolini como instrumento para fortalecer su régimen fascista.",
151509,Xenofobia,@glorious_gir75 @Nicks103 Chingchong ki photo kyo use kar rahe ho,
151510,Capacitismo,@porksSep Pois aqui quando eu olho para trás um total de zero arrependimentos... kkkkkkk  Inclusive da turma da escola quando eu olho mesmo acho que eu fui um dos que ficou melhor e olhe q não sou lá grandes coisas. Mas as gostosas da época tudo mondronga. Os caras carecas e gordos.,
151511,Aparencia,cocota feia pra caralho #askdirectioners,
151512,Homofobia,@arsjaeby @dudaluvgot7 @taehyflame Ué veada eu te adoro tô te apresentando um fan artista novo focado no Yug tem cada coisa linda como eu ia te odiar????,
151513,Assedio,Sim gatona todas tem inveja de você: não estuda não trabalha não ajuda a mãe em casa só vive fumando maconha e se achando a cuzuda. 🤙🏽,
151514,Sexismo,@becaaxxt @isfelpsss Bicha de onde vcs se conhecem,
151515,Calunia,@VinaAlbaliFS @RealBetisFS @futsallazarevic Vitorean a un equipo cuando ganan cuando llegan a finales cuando todo sale bien. Pero cuando hay malas rachas se dedican a insultar y se bajan del carro aquí hay mucho fanático de pacotilla esos son la verdadera vergüenza. Hasta el final @VinaAlbaliFS NUNCA SE RINDE!,
151516,Xenofobia,Na redação talvez desse pra citar o Corncunda de Notre Dame porque a Esmeralda é perseguida assim como outros ciganos,
151517,Aparencia,Mds Pocah da licença deixa a Thais tentar agarrar o feiozo #BBB21,
151518,Assedio,sonhei que meu cabelo era grande mas eu era mto testuda,
151519,Sexismo,Meu coração vagabundo Quer guardar o mundo Em mim! https://t.co/LrEKzNHYyV,
151520,Sexismo,nao sei se eu quero namorar pq eu realmente quero namorar ou tô sendo influenciada pq tá todo mundo namorando e eu sou uma vadia invejosa,
151521,Calunia,@rrandres Dos 283 membros da equipe de transição do Lula tem de tudo quanto é tipo de figura carimbada: de invasor de terra até ex-presidiários. Sobra espaço até pra quem está prestes a sair da cadeia! Só aguardando a saidinha de natal. Então de mais atenção ao seu ídolo Ladrão. 🤡,
151522,Politica,@JovemPanNews BRASILEIROS PATRIOTAS que tem responsabilidade e o mínimo de SENS0 .... não está pensando em C0PA.... Estamos PREOCUPADOS com o futuro do Brasil é  inadmissível um Bandido corrupto irresponsável essa FACÇÃ0 CRIMIN0SA chamada PT... na PRESIDÊNCIA!  O P0V0 tá lutando pelo 🇧🇷,
151523,Sexismo,@JulioCe44384557 @paulojadir2013 Janja é tão rameira/meretriz que era amante do Lula antes da esposa dele falecer!,
151524,Sexismo,@skiwony VANESSA LOPES DA SM,
151525,Capacitismo,@LangCat125 Fui convocado,
151526,Capacitismo,estupido fomo,
151527,Capacitismo,@PArmendarizMX @Claudiashein Pinche NACA culera ladrona asesina perversa y muy muy estúpida.,
151528,Capacitismo,Doida!😫 https://t.co/WbPA8HGvJD,
151529,Assedio,Seu sorriso já não me desespera,
151530,Capacitismo,minha mae deixou minha gata fugir to igual um retardado na frente da casa da vizinha tentando chamar ela como essa puta tem 6 gato eles saem voltam todos fudidos cm esse portaozinho estreito pqp,
151531,Xenofobia,@Rconstantino Consta seu FDP vc não tem nada mais producente pra escrever carcamano ? Que sujeito escroto,
151532,Politica,@revolootin @liberzeke N acho que a formula pra identificar um nazista é so dele concordar ou não pq sem debates e discussão nao existe crescimento intelectual.  Um nazi tem mais haver com supremacias de uma casta ou raça intolerância e o uso da violência para defender seus princípios.,
151533,Sexismo,eu sinto que meu psicológico ta em uma corda bamba pronto pra desmoronar.,
151534,Etnia,@abobrinha2011 Amg é que chamam lingua crioulo ne mas lingua DE crioulo (?),
151535,Sexismo,@JSPendot Como é a pistoleira espanhola não tirou a arma da sacola para falar? Sorte dela o ridículo não mata 😂,
151536,Politica,@PastorMalafaia 🤮 Mentindo de novo autodenominado pastor? Assim vc vai acabar ganhando o título de mais mentiroso de seu concorrente sociopata fascista…,
151537,Sexismo,Tem de ser muito vadia mesmo. Sen comentários https://t.co/a5kbCPDr6k,
151538,Politica,@diazpol El fascista https://t.co/gsgy8k1DYE,
151539,Xenofobia,@baianolol1 Power of Rufus,
151540,Capacitismo,@therockcule1 @juulietavc @hiboludo Falso no hables de lo que no sabes hay niños que se revelan y no hay maltrato de ningún tipo son niños que necesitan atención profesional la madre no es abusiva estaba calmada y apenada por lo que hacia el niño trata de controlarlo pero falla,
151541,Sexismo,@Williamboob7 @PedroRonchi2 Ah a mesma urna q elegeu a pistoleira espanhola o chupetinha a d🤮mares C ©astro T@rciso a bancada do PL?  Q deu o Lula na frente desde o 1º turno? Antes deu te silenciar olha essa ivermectina. Deve estar mofada e não te deixa raciocinar. As fakes de vcs nem fazem sentido.,
151542,Assedio,HSAJHAJAAHAJAHA PUTA https://t.co/C9gsxDBcDi,
151543,Etnia,Há que arranjar sempre uma forma de denegrir :) https://t.co/l0Z3kKuzTD,
151544,Calunia,@Dantinhas Nós que não aguentamos vocês PANACA BABONA NOJENTA FEDORENTA ETC.,
151545,Capacitismo,Cintura pra baixo tudo paralisado  UDR 666 esse é o bonde do aleijado,
151546,Capacitismo,@casasola_89 q estupidez!!,
151547,Sexismo,@616walters mocreia que não aguenta 3 minutos de música andando pelo palco,
151548,Etnia,@qb_magi CRIOLO,
151549,Sexismo,@Rconstantino Olha a cara da biba🤮,
151550,Xenofobia,Jordan quase me faz ter um piripaque,
151551,Calunia,@luisevivanco Pregunta: perro que ladra no muerde?,
151552,Capacitismo,İnsan kedisiyle karşılıklı oturup whopper yiyebilir bence anormal bir durum yok.,
151553,Capacitismo,@ChukiPasakarnis Debil,
151554,Capacitismo,Meleca Merda Mija Mijada Mijado Mijo Mocrea Mocreia Moleca Moleque Mondronga Mondrongo Naba Nadega Nojeira Nojenta Nojento Nojo Olhota Otaria Ot-ria Otario Ot-rio Paca Paspalha Paspalhao Paspalho Pau Peia Peido Pemba Pênis Pentelha Pentelho Perereca Peru Pica Pilantra Piranha,
151555,Calunia,@ivstitia1 Es el resultado del egoísmo de un solo fanático ruso que no se rindió. DEP,
151556,Assedio,@MiojoDeYakissob A nagatoro é uma puta vadia safada desgraçada como vc ainda considera?,
151557,Capacitismo,Deixa de ser louco garoto,
151558,Calunia,@tesoureiros Será que o BOLSONARO CORNO ?,
151559,Capacitismo,@Reichikitafan0 NO,
151560,Homofobia,@WildRiftNewsBr A esquecida da nidalee a veada da lilian e a Mommy Renata,
151561,Capacitismo,@vemverso @GloboNews Que idiotice isso que vc falou. Presidente não pode ter essa relacao com empresário ainda mais os que já foram pegos no esquema. Independente de quem seja. Tá faltando caracter e moral pra você.,
151562,Homofobia,@mirella_arce @larissakethyy KKKKKKKKKKKKKKKKK o motivo da conversa veio falar cmg na hr q tava flnd mal da dita cuja,
151563,Capacitismo,@euuduh_ queria tanto ter ido😔,
151564,Capacitismo,@Math_okamiUwU https://t.co/KxrDASzkze,
151565,Capacitismo,Vem mondronga,
151566,Homofobia,@Goncalo286 Alerta veadão 😂,
151567,Xenofobia,@Jopa79185611 @PartidoCHEGA Trabalho impostos e descontos para a SS para os ciganos também vale?,
151568,Aparencia,pelo amor de DEUS sabe todos os dias eu me pergunto como q deixaram essa feiosa ganhar reconhecimento https://t.co/zzia5A4DGH https://t.co/1TgJLM5GHP,
151569,Capacitismo,O @toraoikawa é assim 🥺 https://t.co/Qc8XWL9vEH,
151570,Xenofobia,Llevenme mejor al Gringo por mi cubetazo de Cabrito plis 🥺🥺🥺🥺🫶🏻,
151571,Homofobia,@hs_ssilva Então a bicha é boa msm,
151572,Homofobia,TO PARECENDO HETERO TOP Q ÓDIO,
151573,Capacitismo,@hoffx_ @nandaxxie Faz o L debiloide do caralho KKKKK bem feito pra essa traveca feia da @nandaxxie,
151574,Sexismo,jamais kkkkkkk daria um retao nessa mocreia veia https://t.co/f7boBK3Zq2,
151575,Capacitismo,@PauloRe72205286 @roxmo Bolsominion retardado que acredita em fake news. Olhe a data da conta. Lula não estava em Portugal nessa data. Deixa se ser gado.,
151576,Assedio,@MirellaGVFM Nada disso eu lembro mto bem dessa roça. A Nicole saiu pq ficou se achando o bocetuda lá dentro. Vivia falando “ai meus fãs pra lá e pra cá” excluiu a Minerato e muita gente nao gostou da postura dela. Sem falar que foi uma roça dupla a galera que queria ela fora votou na outra,
151577,Capacitismo,@77_frota Ridículo é ser ator pornô e depois vir da uma de moralista.!#estupido,
151578,Sexismo,@amaryzinha Eu nem apareci. Sacanagi,
151579,Capacitismo,me controlando pra não mandar uma galerinha tomar na olhota do cu kkkkkkk,
151580,Xenofobia,@jstynmvrgrkw Tulog,
151581,Calunia,@JuanC88447328 Es modelo de ladrona e vende patria,
151582,Xenofobia,Nas últimas semanas o Quirguistão mostra o interesse e/ou adquiriu armamentos. A crise também se estende para o campo diplomático. O Quirguistão por exemplo fez críticas a Organização do Tratado de Segurança Coletiva e até mesmo cancelou um exercício da organização no país. https://t.co/mIBXkTKdFt,
151583,Assedio,fanática 50% safada 40% maluca e o resto q sobra toda dramática,
151584,Aparencia,nunca senti uma sensação tão ruim quanto essa de verdade parece que eu tô sentindo cada merda que vai acontecer,
151585,Aparencia,essa garota tá mt suspeita,
151586,Calunia,@natansafrasilva Todos que votaram no ladrão está no cemitério!!! Os defuntos saíram da sua cova para votar no  Pinóquio 🤥de 9 dedos 🦑😂😂😂😂😂😂,
151587,Xenofobia,@memo_jarque @m_ebrard En esos países no andan con pendejadas suerte con tu hermano.,
151588,Xenofobia,a fazendeira babuda indicou a Bia o mais votado foi o Pelé aí na baia tava a ruivinha a kerline o iran e a Deolane aí o Pelé puxou a Deo aí começou resta um e quem sobrou foi a kerlikes aí o poder amarelo (Bia tava com o poder) era pra trocar o primeiro e terceiro roceiro,
151589,Politica,@orangecattie eu n sei vc falou de nazista ele foi o primeiro a vim na cabeça,
151590,Calunia,QUE E ISSOOO A MULHER SO CHORAAA PRA GANHAR O JOGO  ISSO E PRA PESSOS TER DÓ  DESTA EXCROTA FEDORENTA https://t.co/VAyWYc2cQl,
151591,Calunia,Malandro cachaça https://t.co/YYlJtByErC,
151592,Sexismo,@juliaaszz1 vc desativou o tt sua vagabunda,
151593,Calunia,@brasil247 carinha de quem ta peidando fedido,
151594,Calunia,@LIphnxt @shitohpost Fica na sua aí cornao,
151595,Capacitismo,eu falo vei é só eu ta com pressa que só pego uber mongoloide puta que pariu,
151596,Politica,@LulaOficial Jamais voltarão! Nunca vi quem sai de pais socialista/comunista voltar. Quem saiu da Venezuela quer voltar? Quem saiu da Coreia do Norte quer voltar? Para onde foram as pessoas depois da queda do muro de Berlim?,
151597,Sexismo,Oferecida puta falsa ama chamar atenção é vadia fala de mim pra ganhar atenção puta idiota forçada já disse que é puta?? Burra mentirosa puta.  (E somos amg 😍),
151598,Assedio,arte contemporânea com lgbt 's animalizados pela sociedade utilizando colagem e montagem da cultura pop em contradição a cultura gay do rabão musculoso** https://t.co/cvfTGFkfH3 https://t.co/a1i7dyDvMo,
151599,Sexismo,@JanjaLula Orgulho das prostituta do Brasil 👏👏👏👏,
151600,Capacitismo,@chinoodisio Es un asco de tipo espinoza,
151601,Xenofobia,@antiparalelo Um homem preocupado com o futuro do herdeiro/herdeira.,
151602,Capacitismo,Qualquer debilmental sabe que não vamos a lugar nenhum com esse técnico  Não deu liga ...vamos afundar mais um  ano,
151603,Homofobia,@soaabreu @overthelaskito vou falar uma viadagem agr eu fiquei mto triste quando virei amg de vcs na ultima semana de cursinho pq eu prefiro vcs a qualquer um da minha sala e olha q eu conheço vc a 3 dias a gente devia ter virado amg antes &lt;/3 mas ne a sara era amg do povo do pas 3,
151604,Capacitismo,@h_ribeiros22 @IgAlves_10 @jho_lopes @parra_junior @Ne10Joe @drgues @leticiaarsenio @GarciaenricoP @Raife_Sales Já foi o tempo q eu n acreditava na influencia das palavras nunca antes eu vi pessoas rejeitarem vacinar a si e seus filhos nem sequer sabiam marcas ou bulas das vacinas do nada viraram especialistas por causa desse debilmental aí q até hj defende cloroquina e imunidade de,
151605,Xenofobia,@wonydollete oii kitty foi bem tranquila mas tinha muito texto nas questões e isso acabou me deixando confusa mas consegui ler tudo e responder ja a redação eu achei um tema bom pq tenho família indígena e de ciganos escrevi MUITO e falei bem mal do governo,
151606,Homofobia,ESPEREI 4 MESES PRA VÊ SSSA PUTARIA DO CARAI  VO DORMI Q AMANHÃ O WESTBROOK DORME ATÉ MEIO DIA ESSE ARREGASSADO  PAUL GEORGE VAI EMBORA NA SUA FERRARI E EU TENHO Q REZA PRO MEU CELTA FUNCIONA NA DESCIDA AMANHÃ CEDO  ACABA LOGO NBA QUE SOFRIMENTO EU NUM AGUENTO MAIS,
151607,Calunia,@mgdelaf Turbia tu alma… turbia y ladrona,
151608,Xenofobia,@follow_me_Japa 今日から熊です,
151609,Sexismo,tem q ser mt puta pra nao querer revezar os equipamentos na academia vsf cadelona,
151610,Capacitismo,@kalliloliveira_ Que gente debiloide!!,
151611,Homofobia,Toma no caraio do cu arregassado dla e dle,
151612,Sexismo,Tem cliente q dá até gosto de atender sabe,
151613,Sexismo,@mqrilyntoseggsy @quaseumbufao q nojo,
151614,Capacitismo,tenho pra mim que o baco exu do blues usa filtro pra ficar zoiudo nas fotos (cara de pedindo p),
151615,Homofobia,Dória viadão https://t.co/A3PVwlgQiV,
151616,Assedio,só vou comer sua xota se ela tiver raspadinha 🥱,
151617,Homofobia,@_joaori amgo ela eh casada acho  sou totalmente contra a falcatrua das comedoras de casadas,
151618,Calunia,@VGGUKMlN 152,
151619,Homofobia,Meu pulso ta arregassado,
151620,Homofobia,viado https://t.co/7V4vohrRHc,
151621,Capacitismo,@Mezinke https://t.co/bfvh3681Ts,
151622,Capacitismo,probudila sam se jer imam košmare o polaganju mehanike fluide https://t.co/xt3OPuHq0w,
151623,Calunia,@dahyunst que nojo procurar livro em sebo vai tomar banho fedorenta 🤢,
151624,Capacitismo,@cometareli quem mandou ser lerdo,
151625,Calunia,Meu candidato tem a coragem de apontar toda a ladroeira do governo Bolsonaro que impacta diretamente na vida do nosso povo... Por isso #PrefiroCiro. Tô com ele e não abro. É 1️⃣2️⃣ até o fim! https://t.co/h3kwVWXRzO,
151626,Homofobia,ela falou que o jeito q eu olho pra ela já entrega que eu á amo baitola mas o pior q é vdd,
151627,Capacitismo,eita mlk chato postando ate canto da argentina kkkkkkkk mano qm torce pra argentina coisa de mongoloide sem maldade,
151628,Assedio,@alicia_bunduda جامدة تستاهلي زبي يمتعك كلك تعالي 💋💋💋💋💋💋💋💋💋💋💋,
151629,Assedio,@juanaugustoookk quem,
151630,Capacitismo,@paula_0378 É sim! Ladrão! E lunático! Interna esse debil,
151631,Sexismo,@soladoseusapato • goiaba • míope • cachorra • nao sab nem faze 1 arroz • meretriz • pc da positivo  • vagabunda • vota no ciro • tapado • cabeçudo  • atropelado • caralho de 4 pata • empata foda • cuscuz paulista • roda bolsinha • sem vergonha • usurpadora • lazarento,
151632,Etnia,@emirsader Vamos denigrir a lava jato que prendeu o ladrão!,
151633,Sexismo,@mazuetii Passa o nome vadia,
151634,Politica,"União Européia virou uma China de 5ª categoria. A China de fato pelo menos não se esconde atrás da ""democracia"". UE é uma fraude corrupta e ditadora. https://t.co/yg8BjVgbJj",
151635,Calunia,Encontro para celebrar a memória de #BlogBobLove #robertlobato...  #cornagem  #vagabundagem  #operar  #missões  #conspirações em Dona do Tempero Restaurante https://t.co/43nfrTybP6,
151636,Capacitismo,Usuário:Slowking:  ← Versão anterior Edição de 20h47min de 22 de maio de 2015 Linha 7: Linha 7:   [[Imag... http://t.co/8EhSJl6vnD,
151637,Assedio,@tuestt @arthmoonglow @sobriinhodabey @Ludmilla ja que ela é tão boazuda então tá se doendo nas replies do perfil da ludmilla por quê?,
